700070 particles, 3094 voids.
Void# FileVoid# CoreParticle CoreDens ZoneVol Zone#Part Void#Zones VoidVol Void#Part VoidDensContrast VoidProb
2291 2487 582318 2.477005e-01 3.633347e+01 57 1 3.633347e+01 57 1.079500 6.65e-01
2292 1793 478839 8.146986e-02 3.925572e+02 263 1 3.925572e+02 263 1.079143 6.66e-01
2293 2663 618425 1.226037e-01 1.517781e+02 106 1 1.517781e+02 106 1.079117 6.66e-01
2294 425 245525 5.569329e-01 6.861289e+00 12 1 6.861289e+00 12 1.078815 6.68e-01
2295 2898 661285 2.310824e-01 1.230803e+02 204 1 1.230803e+02 204 1.078768 6.68e-01
2296 2538 590824 1.221645e-01 4.145831e+02 500 1 4.145831e+02 500 1.078673 6.68e-01
2297 2215 539764 3.858547e-01 1.665436e+01 38 1 1.665436e+01 38 1.078539 6.68e-01
2298 1925 497178 2.184902e-01 6.181284e+01 49 1 6.181284e+01 49 1.078483 6.69e-01
2299 487 256870 1.433581e-01 1.073335e+02 165 1 1.073335e+02 165 1.078442 6.69e-01
2300 148 154463 2.647509e-01 6.051986e+01 109 1 6.051986e+01 109 1.078372 6.69e-01
2301 2413 571138 1.192059e-01 1.913423e+02 172 1 1.913423e+02 172 1.078316 6.69e-01
2302 375 231938 1.494551e-01 1.996209e+02 217 1 1.996209e+02 217 1.078002 6.70e-01
2303 275 203921 2.866430e-01 4.916411e+01 83 1 4.916411e+01 83 1.077892 6.71e-01
2304 780 313888 7.271124e-02 6.270728e+02 530 1 6.270728e+02 530 1.077835 6.71e-01
2305 1472 434286 5.815707e-01 1.147708e+01 20 1 1.147708e+01 20 1.077833 6.71e-01
2306 465 251974 2.037338e-01 1.142138e+02 233 1 1.142138e+02 233 1.077675 6.71e-01
2307 263 200748 1.583278e-01 2.644169e+02 344 1 2.644169e+02 344 1.077512 6.72e-01
2308 1840 485626 1.716464e-01 9.831937e+01 132 1 9.831937e+01 132 1.077506 6.72e-01
2309 1701 467168 6.351927e-02 5.199310e+02 443 1 5.199310e+02 443 1.077469 6.72e-01
2310 1776 476796 1.387241e-01 9.444229e+01 92 1 9.444229e+01 92 1.077241 6.73e-01
2311 2204 538530 2.032178e-01 1.366652e+02 203 1 1.366652e+02 203 1.077007 6.74e-01
2312 235 193404 1.440649e-01 3.484786e+02 313 1 3.484786e+02 313 1.076898 6.74e-01
2313 867 330111 3.948467e-01 1.855930e+01 25 1 1.855930e+01 25 1.076798 6.74e-01
2314 1191 392625 1.549932e-01 1.069287e+02 168 1 1.069287e+02 168 1.076663 6.75e-01
2315 2674 620484 1.876025e-01 1.671792e+01 9 1 1.671792e+01 9 1.076523 6.75e-01
2316 2603 604425 4.533859e-01 2.714098e+01 66 1 2.714098e+01 66 1.076454 6.76e-01
2317 1949 500437 1.685967e-01 3.887733e+01 39 1 3.887733e+01 39 1.076382 6.76e-01
2318 2137 529317 5.804228e-01 1.180847e+01 24 1 1.180847e+01 24 1.076313 6.76e-01
2319 1324 411861 2.965508e-01 3.541861e+01 60 1 3.541861e+01 60 1.076206 6.77e-01
2320 2194 537246 2.034295e-01 1.066155e+02 193 1 1.066155e+02 193 1.076129 6.77e-01
2321 71 118854 5.381884e-02 1.282944e+03 893 1 1.282944e+03 893 1.076122 6.77e-01
2322 475 253854 1.558898e-01 1.648208e+02 180 1 1.648208e+02 180 1.075981 6.77e-01
2323 1097 375507 1.214192e-01 1.498283e+02 137 1 1.498283e+02 137 1.075455 6.79e-01
2324 2658 616512 2.613471e-01 3.762900e+01 36 1 3.762900e+01 36 1.075393 6.79e-01
2325 2 43662 1.937559e-01 5.348107e+01 61 1 5.348107e+01 61 1.075283 6.80e-01
2326 2149 530489 1.150893e-01 1.639072e+02 89 1 1.639072e+02 89 1.075175 6.80e-01
2327 2819 645373 3.507229e-01 2.729121e+01 62 1 2.729121e+01 62 1.075160 6.80e-01
2328 2190 536257 3.665615e-01 1.873302e+01 21 1 1.873302e+01 21 1.075109 6.80e-01
2329 313 216006 9.086588e-02 2.063883e+02 185 1 2.063883e+02 185 1.075088 6.80e-01
2330 2469 580016 2.545066e-01 1.098483e+02 201 1 1.098483e+02 201 1.074885 6.81e-01
2331 1977 506036 7.751099e-02 2.666094e+02 240 1 2.666094e+02 240 1.074821 6.81e-01
2332 2927 668745 6.021342e-01 2.179549e+01 55 1 2.179549e+01 55 1.074802 6.81e-01
2333 2205 538552 1.005461e+00 7.021488e+00 28 1 7.021488e+00 28 1.074687 6.82e-01
2334 2211 539338 3.347841e-01 2.870191e+01 53 1 2.870191e+01 53 1.074672 6.82e-01
2335 1121 380486 3.566326e-01 4.553094e+01 62 1 4.553094e+01 62 1.074647 6.82e-01
2336 1662 461327 3.349878e-01 2.838360e+01 41 1 2.838360e+01 41 1.074629 6.82e-01
2337 524 264909 2.255953e-01 6.518318e+01 98 1 6.518318e+01 98 1.074620 6.82e-01
2338 2297 551742 3.940668e-01 2.199901e+01 39 1 2.199901e+01 39 1.074507 6.82e-01
2339 392 237930 4.337395e-01 1.550621e+01 42 1 1.550621e+01 42 1.074337 6.83e-01
2340 2826 647141 2.935445e-01 5.832831e+01 85 1 5.832831e+01 85 1.074292 6.83e-01
2341 2141 529574 2.847128e-01 3.390648e+01 41 1 3.390648e+01 41 1.073704 6.85e-01
2342 953 347875 2.978169e-01 2.219200e+01 32 1 2.219200e+01 32 1.073464 6.86e-01
2343 2170 533766 1.166544e-01 4.744647e+02 670 1 4.744647e+02 670 1.073132 6.87e-01
2344 1463 431849 3.264351e-01 6.836450e+01 100 1 6.836450e+01 100 1.073112 6.87e-01
2345 2953 672009 8.353916e-02 1.112407e+02 74 1 1.112407e+02 74 1.072979 6.88e-01
2346 417 243724 1.141973e-01 2.886939e+02 265 1 2.886939e+02 265 1.072924 6.88e-01
2347 2833 648178 1.092904e-01 3.768437e+02 390 1 3.768437e+02 390 1.072873 6.88e-01
2348 2588 601945 1.369010e-01 9.281770e+01 102 1 9.281770e+01 102 1.072794 6.89e-01
2349 541 269112 2.721129e-01 1.111801e+02 206 1 1.111801e+02 206 1.072640 6.89e-01
2350 1570 446344 4.035581e-01 1.223324e+01 19 1 1.223324e+01 19 1.072505 6.90e-01
2351 1385 420908 1.407612e-01 1.015302e+02 146 1 1.015302e+02 146 1.072418 6.90e-01
2352 113 141292 1.607430e-01 5.138205e+01 41 1 5.138205e+01 41 1.072214 6.91e-01
2353 567 273105 4.391419e-01 7.286146e+00 12 1 7.286146e+00 12 1.072064 6.91e-01
2354 143 152802 6.958000e-02 2.586551e+02 249 1 2.586551e+02 249 1.071992 6.91e-01
2355 1341 414458 2.138924e-01 9.044983e+01 99 1 9.044983e+01 99 1.071939 6.92e-01
2356 1397 422655 3.510032e-01 1.270300e+01 19 1 1.270300e+01 19 1.071901 6.92e-01
2357 803 317826 1.455728e-01 2.631269e+02 280 1 2.631269e+02 280 1.071685 6.92e-01
2358 430 245979 1.970459e-01 9.668943e+01 154 1 9.668943e+01 154 1.071578 6.93e-01
2359 154 157799 2.075907e-01 4.060721e+01 42 1 4.060721e+01 42 1.071479 6.93e-01
2360 795 316335 2.123091e-01 3.562570e+01 42 1 3.562570e+01 42 1.071402 6.93e-01
2361 2114 526272 7.780031e-02 2.733379e+02 165 1 2.733379e+02 165 1.071371 6.94e-01
2362 1291 406601 8.274724e-02 3.047671e+02 238 1 3.047671e+02 238 1.071318 6.94e-01
2363 1569 446337 2.621442e-01 2.167955e+01 22 1 2.167955e+01 22 1.071312 6.94e-01
2364 1837 485448 1.416697e-01 9.227444e+01 110 1 9.227444e+01 110 1.071145 6.94e-01
2365 280 205385 1.220882e-01 3.642022e+02 347 1 3.642022e+02 347 1.071003 6.95e-01
2366 2139 529406 4.219340e-01 4.931639e+01 117 1 4.931639e+01 117 1.070765 6.96e-01
2367 192 175925 2.160823e-01 8.574590e+01 77 1 8.574590e+01 77 1.070667 6.96e-01
2368 1790 478468 1.232486e-01 1.575994e+02 110 1 1.575994e+02 110 1.070586 6.96e-01
2369 133 149553 9.412704e-02 6.184136e+02 626 1 6.184136e+02 626 1.070553 6.96e-01
2370 1364 418728 1.441934e-01 1.794490e+02 257 1 1.794490e+02 257 1.070514 6.97e-01
2371 2071 520407 1.416170e-01 6.911185e+01 92 1 6.911185e+01 92 1.070497 6.97e-01
2372 1109 378061 5.562567e-01 3.325662e+00 3 1 3.325662e+00 3 1.070344 6.97e-01
2373 2086 522433 1.243398e-01 1.480729e+02 214 1 1.480729e+02 214 1.070228 6.98e-01
2374 916 338647 1.901653e-01 6.064772e+01 68 1 6.064772e+01 68 1.070219 6.98e-01
2375 3045 692074 2.105455e-01 8.704486e+01 164 1 8.704486e+01 164 1.070052 6.98e-01
2376 42 96356 1.908978e-01 9.291219e+01 181 1 9.291219e+01 181 1.070028 6.98e-01
2377 1852 487214 4.052684e-01 6.455047e+01 129 1 6.455047e+01 129 1.070021 6.98e-01
2378 2804 642999 2.718942e-01 5.465461e+01 82 1 5.465461e+01 82 1.070007 6.98e-01
2379 1296 407026 3.077106e-01 1.471278e+01 17 1 1.471278e+01 17 1.069826 6.99e-01
2380 3058 693806 3.029558e-01 7.419557e+01 105 1 7.419557e+01 105 1.069804 6.99e-01
2381 2406 570511 6.967524e-01 6.631465e+00 20 1 6.631465e+00 20 1.069795 6.99e-01
2382 1471 434246 1.008584e-01 1.865660e+02 173 1 1.865660e+02 173 1.069748 6.99e-01
2383 1574 447085 2.849064e-01 3.089804e+01 53 1 3.089804e+01 53 1.069703 7.00e-01
2384 1077 370212 3.034228e-01 8.441384e+00 7 1 8.441384e+00 7 1.069681 7.00e-01
2385 522 264154 6.771966e-02 1.686893e+02 126 1 1.686893e+02 126 1.069662 7.00e-01
2386 718 303549 6.878434e-02 1.699113e+02 75 1 1.699113e+02 75 1.069567 7.00e-01
2387 569 273534 3.381006e-01 3.724906e+01 46 1 3.724906e+01 46 1.069507 7.00e-01
2388 1125 381107 5.648839e-01 1.207578e+01 23 1 1.207578e+01 23 1.069376 7.01e-01
2389 3073 696270 3.453661e-01 4.523889e+01 87 1 4.523889e+01 87 1.069343 7.01e-01
2390 854 328216 1.318246e-01 6.214730e+01 35 1 6.214730e+01 35 1.069190 7.01e-01
2391 782 314213 3.435000e-01 5.206750e+01 64 1 5.206750e+01 64 1.069110 7.02e-01
2392 377 232033 1.523748e-01 1.342506e+02 160 1 1.342506e+02 160 1.069059 7.02e-01
2393 2716 628073 1.482224e-01 1.177638e+02 164 1 1.177638e+02 164 1.068965 7.02e-01
2394 725 304710 7.187269e-01 9.775204e+00 41 1 9.775204e+00 41 1.068932 7.02e-01
2395 1863 488942 2.228418e-01 9.559378e+01 113 1 9.559378e+01 113 1.068889 7.02e-01
2396 2155 531969 1.358092e-01 9.794994e+01 92 1 9.794994e+01 92 1.068638 7.03e-01
2397 2520 588742 5.563928e-01 7.006970e+00 12 1 7.006970e+00 12 1.068508 7.04e-01
2398 1248 400809 3.173774e-01 5.713764e+01 75 1 5.713764e+01 75 1.068494 7.04e-01
2399 43 97477 3.428811e-01 3.429771e+01 67 1 3.429771e+01 67 1.068482 7.04e-01
2400 2420 571922 1.885088e-01 2.946545e+01 21 1 2.946545e+01 21 1.068476 7.04e-01
2401 387 236777 2.128744e-01 3.702186e+01 31 1 3.702186e+01 31 1.068385 7.04e-01
2402 3049 692640 9.344694e-02 4.496315e+02 422 1 4.496315e+02 422 1.068081 7.05e-01
2403 826 322825 1.277699e-01 1.982132e+02 215 1 1.982132e+02 215 1.068023 7.06e-01
2404 1154 384987 2.577189e-01 5.663806e+01 124 1 5.663806e+01 124 1.067935 7.06e-01
2405 657 292732 3.314412e-01 3.673663e+01 50 1 3.673663e+01 50 1.067698 7.07e-01
2406 2993 682373 8.269613e-02 3.558391e+02 356 1 3.558391e+02 356 1.067683 7.07e-01
2407 139 152354 9.383337e-02 1.249050e+02 100 1 1.249050e+02 100 1.067614 7.07e-01
2408 1019 358930 5.000195e-01 2.444305e+01 52 1 2.444305e+01 52 1.067607 7.07e-01
2409 717 303502 9.462783e-01 1.671866e+00 3 1 1.671866e+00 3 1.067548 7.07e-01
2410 3078 697233 2.262806e-01 5.159317e+01 78 1 5.159317e+01 78 1.067520 7.07e-01
2411 560 271936 2.839838e-01 5.250989e+01 71 1 5.250989e+01 71 1.067339 7.08e-01
2412 2839 648874 3.695031e-01 1.653822e+01 25 1 1.653822e+01 25 1.067328 7.08e-01
2413 1878 490836 1.107919e-01 2.874997e+02 270 1 2.874997e+02 270 1.067124 7.09e-01
2414 1865 489032 1.343284e-01 1.204317e+02 109 1 1.204317e+02 109 1.067106 7.09e-01
2415 2470 580093 1.134483e-01 1.929964e+02 137 1 1.929964e+02 137 1.067026 7.09e-01
2416 1700 467151 1.597315e-01 1.083951e+02 97 1 1.083951e+02 97 1.066900 7.10e-01
2417 1568 446336 1.186354e-01 1.562922e+02 89 1 1.562922e+02 89 1.066871 7.10e-01
2418 3055 693658 3.817576e-01 2.035717e+01 33 1 2.035717e+01 33 1.066856 7.10e-01
2419 579 275531 1.218500e-01 4.294309e+02 421 1 4.294309e+02 421 1.066650 7.11e-01
2420 2962 674081 2.167498e-01 3.882870e+01 37 1 3.882870e+01 37 1.066481 7.11e-01
2421 1328 412364 3.053999e-01 4.265579e+01 63 1 4.265579e+01 63 1.066309 7.12e-01
2422 951 347738 1.556307e+00 4.139236e+00 19 1 4.139236e+00 19 1.066056 7.13e-01
2423 300 213717 7.837983e-01 2.469255e+00 4 1 2.469255e+00 4 1.065911 7.13e-01
2424 2527 589665 9.305553e-02 1.061579e+02 70 1 1.061579e+02 70 1.065680 7.14e-01
2425 608 281726 1.353877e-01 1.016226e+02 59 1 1.016226e+02 59 1.065545 7.15e-01
2426 2106 524953 3.635888e-01 1.970174e+01 24 1 1.970174e+01 24 1.065463 7.15e-01
2427 862 329088 3.085688e-01 9.416407e+01 155 1 9.416407e+01 155 1.065337 7.15e-01
2428 2045 513914 3.933771e-01 6.667119e+00 12 1 6.667119e+00 12 1.065290 7.16e-01
2429 597 279247 1.210239e-01 1.062228e+02 92 1 1.062228e+02 92 1.065242 7.16e-01
2430 3028 688651 1.221108e-01 3.034571e+02 236 1 3.034571e+02 236 1.065165 7.16e-01
2431 1926 497319 2.665003e-01 3.775768e+01 50 1 3.775768e+01 50 1.065042 7.16e-01
2432 3038 690857 5.181321e-01 1.569045e+01 29 1 1.569045e+01 29 1.065028 7.17e-01
2433 2229 541918 2.772451e-01 3.018145e+01 29 1 3.018145e+01 29 1.065009 7.17e-01
2434 2246 544248 2.898225e-01 1.398108e+01 14 1 1.398108e+01 14 1.064600 7.18e-01
2435 3052 693175 5.008796e-01 1.217189e+01 19 1 1.217189e+01 19 1.064455 7.19e-01
2436 1934 498559 2.504471e-01 2.202732e+01 21 1 2.202732e+01 21 1.064448 7.19e-01
2437 1386 420941 2.631259e-01 6.158419e+01 104 1 6.158419e+01 104 1.064116 7.20e-01
2438 2100 524051 4.502666e-01 1.032734e+01 21 1 1.032734e+01 21 1.064071 7.20e-01
2439 2912 664287 1.836017e-01 1.469626e+02 190 1 1.469626e+02 190 1.064051 7.20e-01
2440 267 201825 1.219006e-01 1.360720e+02 155 1 1.360720e+02 155 1.063854 7.21e-01
2441 2360 562405 1.478556e-01 4.462662e+01 36 1 4.462662e+01 36 1.063806 7.21e-01
2442 1264 402961 2.420058e-01 2.494985e+01 18 1 2.494985e+01 18 1.063788 7.21e-01
2443 1199 393730 2.229238e-01 5.203465e+01 49 1 5.203465e+01 49 1.063744 7.21e-01
2444 2315 553842 2.327444e-01 7.905983e+01 73 1 7.905983e+01 73 1.063643 7.22e-01
2445 2975 677334 1.388730e-01 2.085958e+02 172 1 2.085958e+02 172 1.063584 7.22e-01
2446 3070 696074 2.210979e-01 1.098270e+02 158 1 1.098270e+02 158 1.063576 7.22e-01
2447 2852 651195 6.898262e-02 7.971787e+02 746 1 7.971787e+02 746 1.063481 7.22e-01
2448 2334 557529 1.153727e-01 1.646346e+02 181 1 1.646346e+02 181 1.063470 7.22e-01
2449 2210 539283 1.363257e-01 2.049860e+02 204 1 2.049860e+02 204 1.063436 7.22e-01
2450 979 352457 3.079225e-01 4.201251e+01 71 1 4.201251e+01 71 1.063193 7.23e-01
2451 409 242323 2.014836e-01 7.859866e+01 84 1 7.859866e+01 84 1.063136 7.24e-01
2452 1921 496532 3.605065e-01 4.744342e+01 79 1 4.744342e+01 79 1.062986 7.24e-01
2453 924 341555 3.528007e-01 2.580491e+01 34 1 2.580491e+01 34 1.062827 7.25e-01
2454 870 330656 1.010900e-01 3.736245e+02 373 1 3.736245e+02 373 1.062781 7.25e-01
2455 712 302534 3.023736e-01 1.602899e+01 13 1 1.602899e+01 13 1.062526 7.26e-01
2456 1868 489460 2.294716e-01 4.000995e+01 45 1 4.000995e+01 45 1.062375 7.26e-01
2457 1756 473831 2.966674e-01 6.218793e+01 80 1 6.218793e+01 80 1.062289 7.27e-01
2458 2811 644362 2.772048e-01 3.597920e+01 57 1 3.597920e+01 57 1.062251 7.27e-01
2459 2278 549619 3.209702e-01 2.130686e+01 43 1 2.130686e+01 43 1.062236 7.27e-01
2460 2881 658284 1.642029e-01 1.545321e+02 194 1 1.545321e+02 194 1.062235 7.27e-01
2461 2459 578878 3.656187e-01 2.523565e+01 45 1 2.523565e+01 45 1.062211 7.27e-01
2462 978 352436 4.058390e-02 6.689110e+02 496 1 6.689110e+02 496 1.062136 7.27e-01
2463 366 228735 1.053318e-01 3.146188e+02 259 1 3.146188e+02 259 1.061995 7.28e-01
2464 100 135073 2.079191e-01 9.873357e+01 81 1 9.873357e+01 81 1.061992 7.28e-01
2465 703 299823 7.379373e-02 3.798986e+02 238 1 3.798986e+02 238 1.061970 7.28e-01
2466 1521 440590 3.569953e-01 3.128633e+01 45 1 3.128633e+01 45 1.061690 7.29e-01
2467 709 302196 3.135154e-01 2.021890e+01 17 1 2.021890e+01 17 1.061602 7.29e-01
2468 101 136158 1.216547e-01 1.816852e+02 149 1 1.816852e+02 149 1.061583 7.29e-01
2469 1256 402296 1.175827e-01 1.980419e+02 161 1 1.980419e+02 161 1.061545 7.29e-01
2470 2183 535473 1.841827e-01 2.285152e+01 17 1 2.285152e+01 17 1.061516 7.30e-01
2471 296 211117 8.508089e-02 2.747217e+02 298 1 2.747217e+02 298 1.061469 7.30e-01
2472 1501 438041 1.699849e-01 5.073232e+01 59 1 5.073232e+01 59 1.061454 7.30e-01
2473 2717 628251 1.024885e-01 3.652099e+02 414 1 3.652099e+02 414 1.061442 7.30e-01
2474 3027 688628 1.246532e-01 4.722918e+01 43 1 4.722918e+01 43 1.061419 7.30e-01
2475 2932 669226 3.853921e-01 2.825638e+01 40 1 2.825638e+01 40 1.061388 7.30e-01
2476 2764 636273 2.436513e-01 3.857599e+01 30 1 3.857599e+01 30 1.061316 7.30e-01
2477 214 185076 1.638676e-01 2.052623e+02 255 1 2.052623e+02 255 1.061307 7.30e-01
2478 1054 366402 6.487718e-02 8.868695e+02 704 1 8.868695e+02 704 1.060982 7.32e-01
2479 1453 431367 8.912296e-02 6.487408e+02 547 1 6.487408e+02 547 1.060796 7.32e-01
2480 981 352859 2.553925e-01 7.468746e+01 101 1 7.468746e+01 101 1.060783 7.32e-01
2481 2838 648846 5.839255e-02 4.209142e+02 264 1 4.209142e+02 264 1.060630 7.33e-01
2482 1920 496514 2.287243e-01 3.600751e+01 46 1 3.600751e+01 46 1.060625 7.33e-01
2483 1820 482215 4.005865e-01 1.306599e+01 13 1 1.306599e+01 13 1.060577 7.33e-01
2484 639 289265 1.277868e-01 2.660455e+02 326 1 2.660455e+02 326 1.060496 7.33e-01
2485 1370 419246 3.325553e-01 1.402472e+01 23 1 1.402472e+01 23 1.060441 7.34e-01
2486 1747 472336 2.199496e-01 6.733720e+01 94 1 6.733720e+01 94 1.060402 7.34e-01
2487 92 131119 2.000047e-01 1.056842e+02 161 1 1.056842e+02 161 1.060213 7.34e-01
2488 2646 613968 4.077171e-01 4.258150e+01 104 1 4.258150e+01 104 1.060152 7.35e-01
2489 1474 434293 3.776207e-01 6.074966e+00 7 1 6.074966e+00 7 1.060011 7.35e-01
2490 321 218233 1.071287e-01 4.054830e+02 409 1 4.054830e+02 409 1.059724 7.36e-01
2491 571 274033 1.744598e-01 5.817664e+01 75 1 5.817664e+01 75 1.059688 7.36e-01
2492 1186 391847 2.727826e-01 7.651314e+01 139 1 7.651314e+01 139 1.059596 7.37e-01
2493 436 246325 3.032940e-01 4.750997e+01 95 1 4.750997e+01 95 1.059553 7.37e-01
2494 706 301623 2.311704e-01 7.602724e+01 100 1 7.602724e+01 100 1.059411 7.38e-01
2495 209 182646 1.881831e-01 1.098042e+02 163 1 1.098042e+02 163 1.059377 7.38e-01
2496 2794 641729 1.354567e-01 4.003508e+02 424 1 4.003508e+02 424 1.059318 7.38e-01
2497 707 301690 1.431260e-01 1.587299e+02 154 1 1.587299e+02 154 1.059292 7.38e-01
2498 325 218763 4.853967e-01 8.466486e+00 14 1 8.466486e+00 14 1.059116 7.39e-01
2499 822 321620 1.808949e-01 5.644105e+01 56 1 5.644105e+01 56 1.058989 7.39e-01
2500 1539 442896 5.488546e-01 1.052417e+01 33 1 1.052417e+01 33 1.058675 7.40e-01
2501 2530 589971 1.175392e-01 2.293682e+02 139 1 2.293682e+02 139 1.058554 7.41e-01
2502 2526 589543 4.727482e-01 8.597363e+00 16 1 8.597363e+00 16 1.058507 7.41e-01
2503 664 293772 1.124791e-01 1.774867e+02 180 1 1.774867e+02 180 1.057867 7.43e-01
2504 1759 474153 4.408685e-01 1.311353e+01 26 1 1.311353e+01 26 1.057752 7.44e-01
2505 6 49429 1.600968e-01 1.941673e+02 359 1 1.941673e+02 359 1.057390 7.45e-01
2506 1848 486997 1.704730e-01 7.206366e+01 94 1 7.206366e+01 94 1.057035 7.47e-01
2507 1380 420154 5.078045e-01 1.112548e+01 25 1 1.112548e+01 25 1.057001 7.47e-01
2508 2209 539101 1.392813e-01 1.430740e+02 178 1 1.430740e+02 178 1.056931 7.47e-01
2509 2812 644413 1.810778e-01 6.627514e+01 66 1 6.627514e+01 66 1.056856 7.47e-01
2510 1785 477618 2.245270e-01 1.492989e+02 199 1 1.492989e+02 199 1.056846 7.47e-01
2511 108 137949 4.783539e-01 1.158522e+01 27 1 1.158522e+01 27 1.056576 7.48e-01
2512 829 323235 2.171909e-01 5.739286e+01 87 1 5.739286e+01 87 1.056566 7.48e-01
2513 1456 431420 2.258583e-01 2.481961e+01 33 1 2.481961e+01 33 1.056353 7.49e-01
2514 851 327791 3.983635e-01 4.053471e+01 68 1 4.053471e+01 68 1.056262 7.50e-01
2515 1735 471345 3.156043e-01 3.933833e+01 53 1 3.933833e+01 53 1.056188 7.50e-01
2516 1583 448632 3.000597e-01 3.326083e+01 57 1 3.326083e+01 57 1.056150 7.50e-01
2517 435 246195 4.187187e-01 3.044071e+01 73 1 3.044071e+01 73 1.055687 7.52e-01
2518 1333 412815 1.483839e-01 1.543848e+02 168 1 1.543848e+02 168 1.055461 7.53e-01
2519 660 292960 1.028194e-01 1.245451e+02 62 1 1.245451e+02 62 1.055459 7.53e-01
2520 316 216642 4.776303e-01 9.449595e+00 14 1 9.449595e+00 14 1.055450 7.53e-01
2521 2272 548391 2.051349e-01 8.349192e+01 174 1 8.349192e+01 174 1.055176 7.54e-01
2522 3007 685440 2.035643e-01 1.518394e+02 171 1 1.518394e+02 171 1.055165 7.54e-01
2523 2488 582680 1.627195e-01 1.359821e+02 117 1 1.359821e+02 117 1.055081 7.54e-01
2524 431 246051 1.510167e-01 1.431947e+02 128 1 1.431947e+02 128 1.054985 7.54e-01
2525 2987 681452 1.803313e-01 5.050838e+01 57 1 5.050838e+01 57 1.054753 7.55e-01
2526 1888 491832 7.842219e-02 4.709917e+02 387 1 4.709917e+02 387 1.054540 7.56e-01
2527 1080 370516 4.114151e-01 2.377628e+01 31 1 2.377628e+01 31 1.054529 7.56e-01
2528 2012 510076 1.153267e-01 1.453055e+02 97 1 1.453055e+02 97 1.054473 7.56e-01
2529 1895 492633 2.962115e-01 1.980021e+01 33 1 1.980021e+01 33 1.054330 7.57e-01
2530 202 180606 4.121740e-01 2.955961e+01 91 1 2.955961e+01 91 1.054041 7.58e-01
2531 2057 517197 5.433636e-01 1.127629e+01 28 1 1.127629e+01 28 1.053989 7.58e-01
2532 1112 378703 3.024900e-01 7.580932e+01 93 1 7.580932e+01 93 1.053879 7.59e-01
2533 683 297174 2.772981e-01 4.678009e+01 61 1 4.678009e+01 61 1.053655 7.60e-01
2534 845 326760 1.299993e-01 1.669458e+02 226 1 1.669458e+02 226 1.053652 7.60e-01
2535 2476 580799 2.205109e-01 3.241814e+01 18 1 3.241814e+01 18 1.053638 7.60e-01
2536 236 193416 5.711347e-01 7.556004e+00 24 1 7.556004e+00 24 1.053552 7.60e-01
2537 1757 473884 1.053482e-01 2.005377e+02 201 1 2.005377e+02 201 1.053478 7.60e-01
2538 1155 385070 2.151855e-01 4.940546e+01 49 1 4.940546e+01 49 1.053373 7.61e-01
2539 500 260510 1.291408e-01 6.419207e+01 52 1 6.419207e+01 52 1.053246 7.61e-01
2540 868 330306 3.193285e-01 2.760045e+01 39 1 2.760045e+01 39 1.053176 7.61e-01
2541 2830 647765 1.933848e-01 2.989981e+01 38 1 2.989981e+01 38 1.053044 7.62e-01
2542 47 98972 4.279414e-01 2.427423e+01 47 1 2.427423e+01 47 1.052939 7.62e-01
2543 388 236850 4.366833e-01 1.496840e+01 27 1 1.496840e+01 27 1.052903 7.63e-01
2544 1250 401316 1.679833e-01 1.451365e+02 204 1 1.451365e+02 204 1.052881 7.63e-01
2545 2323 555724 3.446948e-01 2.169483e+01 40 1 2.169483e+01 40 1.052833 7.63e-01
2546 1227 397687 2.400033e-01 2.241544e+01 19 1 2.241544e+01 19 1.052791 7.63e-01
2547 434 246163 1.343322e-01 8.054816e+01 88 1 8.054816e+01 88 1.052774 7.63e-01
2548 665 293805 2.452572e-01 6.806278e+01 80 1 6.806278e+01 80 1.052753 7.63e-01
2549 1653 460110 8.104386e-02 3.163207e+02 299 1 3.163207e+02 299 1.052706 7.63e-01
2550 1816 481557 2.330780e-01 3.669442e+01 30 1 3.669442e+01 30 1.052623 7.64e-01
2551 2345 559286 1.733114e-01 1.057375e+02 158 1 1.057375e+02 158 1.052602 7.64e-01
2552 2112 525562 1.831234e-01 1.909863e+02 242 1 1.909863e+02 242 1.052552 7.64e-01
2553 659 292830 1.847093e-01 3.195242e+01 37 1 3.195242e+01 37 1.052525 7.64e-01
2554 785 314237 8.007215e-01 1.196335e+01 27 1 1.196335e+01 27 1.052473 7.64e-01
2555 2160 532732 1.277360e-01 5.264662e+01 44 1 5.264662e+01 44 1.052469 7.64e-01
2556 2489 582711 2.974772e-01 2.106821e+01 20 1 2.106821e+01 20 1.052366 7.65e-01
2557 1948 500396 4.180538e-01 1.625525e+01 37 1 1.625525e+01 37 1.052254 7.65e-01
2558 1292 406611 1.352867e-01 9.108480e+01 121 1 9.108480e+01 121 1.052113 7.66e-01
2559 1001 356512 9.879211e-01 3.445252e+00 10 1 3.445252e+00 10 1.051881 7.67e-01
2560 1117 379836 2.300904e-01 7.477113e+01 61 1 7.477113e+01 61 1.051879 7.67e-01
2561 2841 649344 9.035072e-02 3.827232e+02 344 1 3.827232e+02 344 1.051734 7.67e-01
2562 91 130705 4.100646e-01 2.421341e+01 37 1 2.421341e+01 37 1.051545 7.68e-01
2563 184 173844 1.510232e-01 1.277080e+02 182 1 1.277080e+02 182 1.051343 7.69e-01
2564 2551 593904 3.198410e-01 3.767299e+01 53 1 3.767299e+01 53 1.051164 7.69e-01
